id,dateiso,entry
1426,1982-08-16,un manifestante pro-amnistia arrebata la pistola de una escolta del cuerpo de seguridad de Garaikoetxea
1427,1982-08-26,"2 g.c., muertos en la localidad vizcaina de Munguia, al explotar un artefacto que intentaban desactivar"
1428,1982-09-07,hace explosion una bomba junto a un entidad bancaria de Villabona (Guipuzcoa)
1429,1982-09-10,celebracion en Aviles del III Dia de Asturias
1430,1982-09-11,disparada una granada contra el cuartel de la G.C. de la localidad vizcaina de Durango
1431,1982-09-11,ETAm reivindica la colocacion de 2 explosivos en una granja propiedad del Ejercito en San Sebastian
1432,1982-09-12,"mas de 50,000 personas celebran la Diada en las calles de Barcelona"
1433,1982-09-12,un grupo de manifestantes quema una bandera espanola al termino de la celebracion de la Diada en Barcelona
1434,1982-09-13,el arzobispo de Tarragona resalta la identidad nacional de Catalunya
1435,1982-09-14,ingresado el anciano de 60 anos herido en una manifestacion pro amnistia en San Sebastian
1436,1982-09-15,4 policias nacionales son asesinados en una emboscada realizada en una carretera cercana a Renteria
1437,1982-09-23,asesinado en Erandio un brigada de la Comandancia de Marina de Bilbao
1438,1982-09-26,huelga de hambre de 300 presos de ETAm en San Sebastian
1439,1982-09-27,registrados incidentes violentos por parte de encaphuchados en la sede del festival de cine donostiarra
1440,1982-09-28,grupos radicales se manifiestan en San Sebastian por la muerte del miembro de ETA Barrio
1441,1982-10-01,ETAm reivindica la voladura de una terminal de CAMPSA en el mar ante la costa de Badalona (Barcelona)
1442,1982-10-02,9 atentados con explosivos contra oficinas de empleo y entitdades bancarias del Pais Vasco y navarra
1443,1982-10-07,2 artefactos explosionan en dos sucursales del banco de Vizcaya en las localidades guipuzcoanas de Oiarzun y Pasajes
1444,1982-10-09,un g.c. herido en Santurce al ser ametrallado en su automovil 
1445,1982-10-10,clima de menor tension que en anos anteriores en la celebracion del 9 de octubre en Valencia
1446,1982-10-12,"participacion de mas de 50,000 personas en la marcha Kilometro-82 a fin de promocionar el euskera"
1447,1982-10-19,ETA(pm) VIII Asamblea reivindica el atentado contra la Delegacion del Gobierno central en el Pais Vasco
1448,1982-10-22,ETApm VIII Asamblea reivindica las explosiones de 20 bombas en el Pais Vasco y 2 en Navarra
1449,1982-10-23,2 desconocidos presumiblemente miembros de ETAm asesinan a un comerciante en Algorta (Vizcaya)
1450,1982-10-24,"ETAm reivindica el atentado contra un teniente de la banda musica del regimiento de Garellano, en Bilbao"
1451,1982-10-30,simpatizantes de HB protagonizan unos enfrentamientos en la sede socialista de Hernani (Guipuzcoa) tras las elecciones
1452,1982-11-01,"atentado en Vitoria contra una furgoneta policial, falleciendo en el acto un policia nacional"
1453,1982-11-03,"un artefacto, posiblemente colocado por Terra Lliure, deja inutilizado un transformador en las afueras de Lerida"
1454,1982-11-05,2 etarras asesinan el general jefe de la Acorazada Brunete Victor Lago y hieren al conductor
1455,1982-11-09,2 jovenes resultan heridos en Guipuzcoa cuando manipulaban un artefacto que estallo [son presuntos miembros del comando Iparraguirre]
1456,1982-11-11,ETA atenta contra Diario de Navarra al lanzar tres granadas anticarro contra el edificio causando grandes destrozos
1457,1982-11-15,ETAm y el grupo Iraultza reivindican varios atentados perpetrados en los ultimos dias en el Pais Vasco
1458,1982-11-15,secuestrado en Zumarraga el industrial Orbegozo
1459,1982-11-19,"3 trabajadores resultan gravemente heridos en atentado cometido en Renteria [ametrallados ""por error""]"
1460,1982-11-20,la Crida anuncia para 1983 una campana a favor del derecho de autodeterminacion en Cataluna
1461,1982-11-21,manifestacion de 100 personas en favor de los independentistas proximos a Terra Lliure detenidos
1462,1982-11-22,atentado frustrado contra un convoy de la Policia Nacional en San Sebastian
1463,1982-11-24,lanzada una bomba contra un bar de Pamplona donde al parecer se consumian drogas blandas
1464,1982-11-25,los empresarios del metal de Navarra denuncian que se les esta pidiendo el impuesto revolucionario por parte de ETA
1465,1982-11-27,celebracion en Navarra de un festival de dantzaris para reclamar el derecho a utilizar la ikurrina
1466,1982-11-28,celebradas manifestaciones en favor del euskera en las capitales vascas y en Pamplona
1467,1982-12-05,"2 comandos, al parecer de ETAm, atacan con granadas anticarro y rafagas de metralleta la comisaria de Zumarraga"
1468,1982-12-08,"familiares de reclusos repiten en Barcelona la campana ""Para Navidades, presos a casa"""
1469,1982-12-09,atentado con granadas contra un cuartel de la G.C. en Eibar
1470,1982-12-13,1 g.c. muerto y otro herido muy grave en un atentado en Tolosa
1471,1982-12-15,amenazas etarras contra los grandes bancos de pais
1472,1982-12-17,destruida por una bomba una sucursal del Banco de Vizcaya en Pamplona
1473,1982-12-18,un grupo de intelectuales catalanes pide al Gobierno que asuma la realidad nacional de la region
1474,1982-12-18,miembros del BNG protestan en Madrid por la expulsion de sus 3 diputados autonomicos
1475,1982-12-20,"alrededor de 2,000 personas se manifiestan en Santiago contra la expulsion de 3 parlamentarios gallegos del Bloque"
1476,1982-12-25,"el Valle de Aran inicia el esfuerzo de recuperar su lengua, el gasco"
1477,1982-12-30,el asesinato a balazos de 2 g.c. en Irun rompe las esperanzas de tregua en el Pais Vasco
1478,1983-01-03,"manifestacion de 5,000 personas en Bilbao para pedir amnistia para los presos vascos"
1479,1983-01-07,76 personalidades vascas solicitan la normalizacion del euskera en Navarra
1480,1983-01-08,heridos en un atentado en Bermoe los suboficiales de Marina Rivas y Gonzalez
1481,1983-01-11,"secuestrado por ETA Miguel Echevarria, de 20 anos de edad [ETA pide 150 millones por su vida]*"
1482,1983-01-16,el colectivo catalan Crida a la solidaritat pide al Papa que nombre obispos catalanes en Tarragona y Vic
1483,1983-01-17,explota un artefacto compuesto por un kilo de goma-2 en una torre de conduccion electrica de Iberduero en Guipuzcoa
1484,1983-01-24,una bomba destruye la entrada de una sucursal bancaria del Banco de Vizcaya en Madrid
1485,1983-01-27,explotan 3 granadas lanzadas contra la casa-cuartel de la G.C. de Villava (Navarra)
1486,1983-01-28,incidentes en Bilbao al impedir la policia una concentracion convocada por HB
1487,1983-01-30,"manifestacion de 20,000 personas en Leon para pedir la separacion de la autonomia castellano-leonesa"
1488,1983-01-31,"manifestacion de 15,000 personas en Pamplona a favor del euskera"
1489,1983-02-05,ETAm reivindica el reciente atentado contra una patrulla de la G.C. en Ordizia [1 g.c. muerto]
1490,1983-02-06,2 trabajadores muertos y otras 10 personas heridas en un atentado con bomba en pleno centro de Bilbao [Banco de Vizcaya]
1491,1983-02-06,hace explosion una bomba contra la sucursal del Banco de Vizcaya en Logrono
1492,1983-02-07,manifestacion en Barcelona de unos 200 independentistas catalanes
1493,1983-02-13,una mujer resulta muerta y su esposo herido en un atentado ocurrido en Tolosa [ametrallado]
1494,1983-02-15,la Joventut Nacionalista de Catalunya pide la derogacion de la Ley Antiterrorista
1495,1983-02-22,un comando terrorista incendia un almacen de Michelin en Oyarzun
1496,1983-02-22,hace explosion una bomba en la sucursal del Banco Guipuzcoano en San Sebastian
1497,1983-02-24,estalla una bomba en el comercio que dirige un amigo del herido por ETA en Tolosa
1498,1983-02-27,"1,500 personas piden en Bayona la libertad del miembro de ETA Txomin"
1499,1983-02-28,Andalucia celebra el tercer aniversario de su referendum autonomico
1500,1983-03-01,"ofrenda floral ante el monumento a Blas Infante, padre del andalucismo, en Barcelona"
1501,1983-03-01,un comando roba 112 pistolas y municiones en el cuartel de la policia vasca en San Sebastian tras reducir a su dotacion [ETAm]
1502,1983-03-02,estallan 3 artefactos de escasa potencia en Valencia
1503,1983-03-07,"el PNV y EE se desentendieron del acto convocado por HB para reivindicar la ""soberania nacional"""
1504,1983-03-07,"20,000 personas corearon ayer en Bilbao los vivos a ETA y a la independencia en una manifestacion convocada por HB"
1505,1983-03-07,manifestacion en Gerona en solidaridad con miembros del PSAN que modificaron rotulos de circulacion en castellano
1506,1983-03-08,disparos de la G.C. contra un presunto comando terrorista en el puerto de Pasajes
1507,1983-03-09,"la Crida edita 50,000 folletos dirigidos a los emigrantes"
1508,1983-03-14,actos anitmilitaristas en Guipuzcoa de la organizacion juvenil de HB
1509,1983-03-14,la Crida realizara acciones en defensa de la lengua durante la campana electoral
1510,1983-03-15,la Crida actualizara su manifiesto en el Paraninfo de la Universidad el proximo viernes
1511,1983-03-17,importantes danos materiales al estallar cuatro bombas en bancos del Pais Vasco
1512,1983-03-17,la policia autonomica desaloja a los encerrados para protestar por la falta de subvenciones para el euskera
1513,1983-03-17,el PNV prepara movilizaciones en apoyo a la ley de Normalizacion de Euskera
1514,1983-03-19,Barrera presidio la asamblea de la Crida en la que se defino a los Paisos Catalans como nacion
1515,1983-03-26,"asesinado un policia en Renteria y secuestrado Diego Prado y Colon de Carvajal, ex presidente del Banco de Descuento"
1516,1983-03-27,"la familia de Diego de Prado busca un enlace con ETAm, que ayer se responsibilzo de su secuestro*"
1517,1983-03-27,"8,000 personas se manifestaron ayer en San Sebastian en defensa de la normalizacion del euskera"
1518,1983-03-30,motin de 36 presos de ETApm en la prision alavesa de Nanclares de la Oca
1519,1983-04-03,"los partidos nacionalistas (PNV, HB y EE), los unicos que celebran hoy el Aberria Eguna (Dia de la Patria Vasca)"
1520,1983-04-04,"la Crida, organismo nacionalista radical, comienza una campana contra las diputaciones en Cataluna"
1521,1983-04-04,"bajo el lema ""somos un pueblo"" HB celebro el Aberri Eguna en Pamplona con gritos a favor de ETA"
1522,1983-04-08,"la Crida convoca movilizaciones para el 23 de abril, festividad de Sant Jordi, en defensa de la lengua catalana"
1523,1983-04-09,descubiertos 4 pisos francos de ETAm en Madrid
1524,1983-04-11,ETAm reanuda sus atentados contra Iberduero al volar un transformador en la localidad vizcaina de Derio
1525,1983-04-19,un artefacto con 300 gramos de goma-2 hace explosion contra un vehiculo de la G.C. en Sitges
1526,1983-04-20,"2 muertos en Mondragon, presuntos integrantes de ETAm, al explotarles una bomba que manipulaban"
1527,1983-04-21,enfrentamientos en Eibar tras el entierro de 2 etarras muertos el martes cuando manipulaban un artefacto
1528,1983-04-21,"Crida a la Solidaritat convoca una concentracion para el proximo dia 23 ""contra los ataques del Gobierno espanol"" [graves incidentes tras la concentracion; termino con asaltos a casetas electorales del PSC y quema de banderas espanolas"
1529,1983-04-21,detenidas 4 independentistas en Valencia por pintadas elogiosas a la organizacion Terra Lliure
1530,1983-04-23,la Crida envia postales al presidente Gonzalez pidiendo la dimision de Julio Feo
1531,1983-04-23,"condenadas a una multa de 20,000 pesestas, 2 personas que rotulaban en euskera senales de trafico en Navarra"
1532,1983-04-24,el Dia de Aragon se celebro con diversos actos de tipo festivo y cultural
1533,1983-04-24,"el PSOE, principal organizador de la concentracion que conmemora el Dia de Castilla y Leon"
1534,1983-04-25,"10,000 personas se manifestaron en Gandia en al aniversario de las perdidas de los fueros del antiguo Reino de Valencia"
1535,1983-05-05,"2 policias nacionales y la esposa de uno de ellos, asesinados por ETA en Bilbao"
1536,1983-05-07,dirigentes de ERC aparecen en una emision pirata de TV
1537,1983-05-12,explosion de dos artefactos colocados por ETA en dos oficinas bancarias de Guipuzcoa
1538,1983-05-13,motin de presos de ETA en la prision de Carabanchel en protesta por los traslados al Puerto de Santamaria
1539,1983-05-21,HB pide que la poblacion boicotee un festival de musica militar en Pamplona
1540,1983-05-25,HB solicita un nuevo boicoteo a los actos de las FF AA en Navarra
1541,1983-05-29,2 g.c. asesinados en Pamplona cuando hacian guardia en el interior de la central de Correos [gravito sobre la celebracion del Dia de las Fuerzas Armadas en Burgos]
1542,1983-06-01,ETAm reivindica la voladura del oleoducto Valladolid-Somosorro
1543,1983-06-03,ETA VIII Asamblea amenaza a los funcionarios de la carcel de Nanclares
1544,1983-06-03,la Crida inicia una campana de desobediencia al decreto sobre viviendas de Ministerio del Interior
1545,1983-06-05,descubierta en Vizcaya una emisora clandestina de ETAm
1546,1983-06-09,alarma policial ante un posible atentado suicida del miembro de ETA Ochorotorrena
1547,1983-06-10,ETAm amenaza con atentar contra intereses economicos en toda Espana
1548,1983-06-11,50 jovenes abertzales destrozan la Casa del Pueblo de Renteria
1549,1983-06-12,descubierto un piso de ETA en San Sebastian con armamento que procedia del robo al cuartel de la Ertzaina
1550,1983-06-15,"Eduardo Vadillo, herido gravisimo [muerto] al estallar una cuando cuando adelantaba a un vehiculo de la G.C. en Bilbao"
1551,1983-06-15,ETA es la autora de la colocacion de una bomba en una sucursal bancaria en San Sebastian
1552,1983-06-23,el g.c. Maldonado resulta muerto en Pasajes al estallar una bomba en su coche
1553,1983-06-24,desactivados 25 kilos de goma-2 colocados en un paquete junto a un cuartel de la G.C. en San Sebastian
1554,1983-06-25,escasa asistencia de publico a un acto en defensa de la nacion catalana organizado por la Crida [el FC de Barcelona no cede el estadio para el acto; el fracaso del acto en la plaza de toros de Barcelona puede provocar una escision en el seno de la Crida]
1555,1983-06-28,asesinado en el centro de Pamplona el jefe del servicio de comunicaciones del aeropuerto de Noain (Pamplona)
1556,1983-07-05,atentado fallido en Vizcaya contra una patrulla de la G.C.
